id,height,width,x,y,bbox_width,bbox_height
73,775,666,314,286,231,66
18,718,758,309,309,189,271
37,793,786,325,490,180,163
46,691,489,458,243,181,157
29,448,814,198,205,301,154
32,790,566,146,180,329,354
12,526,701,190,206,378,88
73,598,694,69,403,183,347
19,664,605,263,32,330,205
36,897,410,384,107,64,130
23,495,688,231,410,42,137
18,844,547,230,175,233,399
15,487,606,82,215,91,337
19,981,554,363,330,59,253
73,690,218,375,50,49,84
73,714,928,147,440,203,398
3,887,543,458,54,209,70
20,769,434,160,185,63,355
31,592,823,222,403,379,56
18,495,705,20,188,215,85
33,821,949,421,425,126,320
6,962,329,340,50,213,293
41,684,839,221,407,269,226
73,896,765,303,176,256,297
62,1042,658,438,458,157,351
52,422,555,24,114,370,306
76,986,603,352,133,346,371
17,804,895,163,473,84,365
11,723,757,250,119,285,103
73,980,1079,350,452,354,313
55,607,852,403,250,368,115
54,478,747,162,213,250,101
64,673,931,372,492,117,63
16,932,876,485,114,364,83
47,704,721,149,255,277,282
65,930,920,291,343,323,375
37,717,554,289,37,218,188
27,465,567,190,393,103,184
51,446,1106,254,453,350,58
48,530,754,61,213,246,134
44,570,538,31,297,55,265
36,716,729,296,187,194,279
39,337,769,2,333,53,166
52,954,965,262,473,311,364
0,571,956,348,189,383,108
42,366,827,18,415,114,156
78,567,420,10,3,106,327
57,863,913,288,233,375,294
79,1062,336,363,50,128,332
50,944,796,275,166,248,339
65,752,1011,357,286,378,211
12,748,453,184,152,74,245
7,603,832,182,75,366,136
23,805,876,434,374,156,230
20,571,1091,189,370,389,203
10,498,323,114,123,125,180
2,703,547,113,20,334,266
45,1002,314,462,37,54,328
70,431,715,154,140,371,121
74,1067,817,455,443,129,386
54,842,878,272,376,346,219
20,519,609,26,182,221,147
36,688,576,137,376,69,308
16,782,820,108,443,59,388
36,730,479,57,188,136,302
22,790,1077,378,483,397,204
69,731,332,157,22,72,175
49,870,863,369,239,346,377
16,453,671,167,316,95,51
62,583,782,213,188,204,270
55,718,535,411,76,130,227
79,752,836,340,446,58,43
42,560,414,13,193,60,287
65,774,770,302,262,271,141
15,849,866,335,446,369,386
34,1071,1015,477,353,281,243
19,536,536,140,36,103,311
17,706,894,307,361,263,91
4,731,564,269,239,88,127
65,624,794,205,331,219,136
15,897,724,479,496,183,362
28,354,743,44,139,204,131
55,787,428,185,49,107,382
54,1216,722,475,385,296,385
40,277,684,27,429,138,125
59,897,255,426,44,95,233
4,936,715,191,174,379,387
77,668,428,243,76,141,323
64,579,632,311,275,221,215
31,738,639,394,207,151,85
20,883,704,456,103,391,187
24,451,603,67,250,313,198
40,730,602,270,10,357,333
62,965,733,415,221,184,151
32,682,609,446,268,163,171
71,1163,830,430,284,369,375
45,710,770,22,210,270,398
71,923,401,488,80,72,271
55,1032,444,356,197,139,373
74,832,1074,343,367,396,131
14,592,214,262,49,100,236
53,532,531,134,280,151,128
71,1029,625,376,210,307,334
45,488,501,52,113,103,264
10,861,906,382,403,241,283
34,351,535,6,45,215,244
61,658,584,478,158,292,138
3,738,384,331,127,190,112
2,593,790,277,264,397,113
24,651,1168,62,483,334,305
59,677,226,174,29,97,215
42,942,991,408,485,185,150
20,504,788,125,346,108,291
59,849,959,196,397,384,267
67,938,856,289,382,213,262
29,668,615,55,416,148,352
46,905,379,335,54,68,229
58,616,877,287,383,132,97
48,512,544,75,160,158,392
3,427,868,181,373,236,186
15,701,793,238,440,283,267
38,828,539,386,303,100,293
39,686,791,144,362,235,296
41,974,717,496,27,302,165
31,543,1049,26,350,305,171
72,464,593,96,125,108,320
3,723,822,472,422,286,55
29,321,447,0,119,213,170
30,899,334,345,215,63,376
49,760,741,239,167,178,340
2,883,646,432,355,211,352
28,1070,294,499,27,62,275
76,1008,822,403,268,210,219
20,731,658,6,149,136,355
26,400,676,135,380,180,153
77,816,745,268,341,131,218
43,639,521,420,18,161,172
22,688,634,156,90,236,392
69,442,754,58,219,278,294
74,782,778,341,131,396,96
65,556,760,202,428,164,112
52,608,732,159,459,59,73
59,505,605,312,206,264,89
23,188,547,2,120,113,121
25,609,570,120,59,229,244
56,837,334,332,142,62,226
9,638,672,136,109,343,373
51,887,583,206,395,123,329
19,995,902,280,359,365,360
69,520,699,194,235,352,123
57,741,887,112,281,274,363
20,542,580,75,285,87,211
76,417,554,184,336,71,85
37,760,679,107,297,257,379
58,801,1008,328,318,371,261
12,584,370,29,80,154,380
0,748,423,236,100,61,178
60,874,459,290,215,68,379
50,474,991,208,384,228,217
59,489,908,296,222,398,127
57,637,785,457,73,345,42
41,600,373,403,2,149,123
25,1150,918,448,197,327,340
12,967,600,243,187,349,393
4,798,487,393,180,140,270
61,474,754,194,348,217,55
78,512,860,27,475,182,327
63,1003,687,481,297,323,277
14,542,602,241,459,83,76
38,662,955,98,478,125,355
31,664,532,50,197,212,215
0,293,509,97,294,134,117
37,886,988,342,317,339,392
19,764,945,223,409,261,207
24,487,642,190,169,304,133
0,485,381,234,52,244,60
16,549,637,277,46,353,115
14,818,751,405,451,67,226
27,827,717,338,206,333,312
70,998,1194,366,454,359,251
41,744,726,468,294,77,92
73,931,525,278,336,56,400
77,302,377,132,138,45,46
47,870,511,303,12,335,343
57,959,949,294,368,385,346
38,805,663,347,205,142,291
72,938,832,369,489,239,240
71,627,792,348,14,383,104
1,963,481,422,87,106,332
43,464,455,116,212,150,171
67,636,860,423,312,266,97
6,681,514,491,31,245,103
20,708,978,204,381,365,251
72,607,843,139,378,122,97
52,867,549,154,137,262,329
33,626,908,220,383,327,282
28,541,771,205,444,92,118
23,366,793,185,416,304,141
36,890,723,444,349,57,399
39,888,860,242,245,392,332
78,504,390,121,16,281,342
39,1017,479,344,125,69,290
53,809,664,368,100,316,218
33,801,727,414,340,146,97
51,225,953,75,262,337,101
53,829,485,476,100,165,240
79,749,621,220,9,252,215
44,531,677,137,317,163,234
63,295,784,16,244,187,159
2,725,853,324,368,199,226
53,480,809,16,448,53,335
58,1000,726,317,174,213,385
75,721,440,192,203,50,255
73,822,844,491,293,327,172
36,484,450,296,143,116,115
22,585,674,153,302,286,81
34,1011,501,464,132,103,281
36,536,1100,142,463,385,250
9,562,727,37,180,276,354
28,563,837,217,500,295,172
54,809,620,473,129,177,134
16,366,509,12,9,324,130
50,787,521,200,171,126,203
0,673,502,182,48,173,261
78,661,342,22,91,54,282
14,737,660,167,273,195,193
8,810,407,423,1,141,269
38,400,720,47,269,373,218
40,882,610,301,76,151,218
7,336,835,22,429,248,223
68,472,640,160,41,385,180
47,901,498,416,224,217,249
6,874,306,458,25,84,208
49,658,705,276,234,117,170
75,335,682,82,111,329,160
43,563,764,94,105,349,247
28,1027,725,341,71,356,379
75,895,643,198,273,210,391
54,638,684,332,271,195,175
42,733,583,334,138,354,204
52,530,633,114,318,208,218
1,594,729,190,128,336,95
4,545,557,309,175,55,150
50,1082,507,480,197,104,203
22,949,728,321,282,200,282
34,487,597,105,196,190,191
70,1044,396,482,301,49,336
5,454,909,154,189,389,69
5,898,640,368,146,326,363
58,428,716,52,423,70,220
17,506,717,295,293,66,44
16,797,882,328,149,394,87
41,500,604,308,38,175,133
25,536,472,252,61,61,50
27,535,310,122,50,214,120
52,743,510,238,364,62,154
0,889,627,243,286,228,372
6,718,499,55,138,147,375
35,711,804,314,371,46,335
49,780,630,182,279,80,231
66,515,670,79,477,129,237
77,788,695,364,175,376,278
1,662,709,287,127,219,130
19,395,605,52,357,201,63
42,937,653,364,150,263,178
56,998,771,474,345,94,381
9,646,762,272,454,228,277
14,995,768,331,484,112,365
69,788,586,362,88,159,142
37,842,432,321,99,268,370
61,620,672,205,322,105,43
30,673,575,433,8,242,119
74,342,676,66,484,103,133
15,676,1090,146,500,195,236
4,1021,397,496,193,147,315
56,671,914,343,445,196,225
29,781,571,300,171,129,345
14,661,738,339,353,78,104
63,855,601,304,122,347,357
69,514,618,8,366,122,162
43,707,710,106,205,307,386
76,397,901,37,485,308,193
49,884,824,201,247,183,397
44,652,476,251,32,181,242
24,807,560,168,236,78,289
15,496,839,100,399,197,97
5,508,499,58,103,47,226
61,384,753,271,303,215,64
44,519,629,24,54,338,361
3,519,805,145,301,317,222
1,617,342,262,29,85,218
0,882,782,409,414,232,195
20,631,668,444,82,224,143
1,486,821,169,450,313,252
72,1042,815,353,187,232,385
67,786,901,397,277,281,255
33,627,643,371,309,88,145
16,545,564,158,26,331,252
52,848,1074,486,380,319,315
13,786,661,220,500,75,311
62,1171,772,500,375,118,276
28,532,734,139,255,104,84
56,663,534,130,367,116,358
44,763,906,71,407,286,300
38,439,891,84,459,179,237
24,787,756,365,252,261,137
67,752,611,246,290,234,128
58,447,1120,16,478,246,353
28,835,512,289,174,183,324
69,701,610,93,150,340,258
20,576,715,253,158,224,216
46,496,578,161,172,288,116
76,758,835,480,360,334,169
10,941,762,473,343,312,203
30,761,323,444,28,163,69
48,464,898,22,302,380,279
23,511,591,28,2,303,231
27,503,668,92,270,201,117
22,519,795,91,115,380,234
16,597,745,233,202,262,265
17,707,568,409,10,296,230
72,503,716,87,497,57,52
70,801,504,392,54,185,301
73,1044,634,454,157,179,363
57,1144,794,500,144,318,307
45,233,932,6,474,61,106
26,520,767,2,408,172,226
4,695,398,18,187,108,317
14,452,634,272,217,252,140
25,729,741,267,192,316,279
64,625,822,341,283,325,184
1,859,196,413,1,87,200
29,859,430,229,22,178,328
72,549,601,154,128,302,69
57,1014,424,494,70,176,393
11,580,570,76,127,199,182
20,422,455,207,37,339,141
61,741,587,146,251,281,255
36,1067,880,497,380,148,291
42,617,1093,403,464,275,87
4,798,460,421,92,85,319
20,912,512,335,34,199,351
42,960,410,464,163,166,226
14,1156,837,496,216,356,357
77,797,561,386,28,364,341
3,494,552,286,363,71,69
45,1012,724,499,374,168,322
37,655,713,349,458,193,51
55,585,869,140,348,358,334
3,818,847,438,409,221,111
58,502,782,62,194,374,365
37,898,724,145,309,300,380
35,1221,881,497,427,217,378
66,424,308,17,27,240,324
18,585,725,453,15,338,42
7,538,527,220,18,350,195
47,700,503,376,131,102,254
30,1132,710,484,448,79,314
64,833,985,330,305,389,177
0,692,591,66,36,400,295
13,379,261,78,50,112,80
42,463,722,161,33,324,106
8,975,962,240,438,384,351
0,963,943,380,485,116,340
17,664,752,242,84,359,344
28,397,666,38,146,386,203
64,857,846,387,315,137,98
49,876,655,246,249,147,248
73,477,781,50,289,234,127
43,870,951,156,180,380,384
30,1043,831,451,276,305,259
39,831,820,499,290,238,290
51,410,538,182,192,174,161
37,610,345,83,127,44,336
17,524,910,100,377,245,224
8,769,394,142,114,219,326
46,844,813,349,223,199,340
67,633,593,223,80,217,316
69,802,626,408,63,218,47
27,1149,429,440,227,65,324
33,676,432,192,9,108,349
23,334,830,43,424,331,81
37,606,623,247,91,265,79
58,1079,1002,439,303,341,269
27,601,386,258,1,250,176
37,467,463,344,40,89,51
1,503,870,383,317,216,54
40,652,559,159,191,168,160
45,936,1013,170,258,359,388
7,854,776,314,222,383,289
66,638,582,329,72,192,218
64,637,731,143,326,58,256
39,566,566,109,246,70,335
28,992,462,440,88,250,214
4,732,856,217,366,319,153
27,705,395,308,35,176,163
3,836,454,173,136,259,275
77,871,680,224,228,278,324
78,901,650,341,78,317,313
69,583,692,264,215,226,70
60,537,749,170,383,223,119
44,854,859,277,379,89,279
23,734,657,204,83,281,363
31,867,611,328,283,152,338
44,744,593,425,298,216,107
48,423,795,36,454,212,339
43,1005,1089,382,438,335,358
61,730,841,429,360,241,157
1,624,641,160,408,109,97
70,869,756,229,328,181,290
26,522,788,188,353,233,255
70,893,460,466,72,209,310
0,649,472,102,73,48,298
71,748,796,172,317,239,324
26,651,661,148,137,157,145
73,918,956,432,445,189,283
53,826,623,460,239,144,220
31,745,783,169,441,221,362
68,1019,581,498,148,318,310
21,779,1124,251,348,385,378
52,478,853,20,135,372,197
78,909,535,495,89,82,144
19,899,597,474,51,274,249
16,808,484,316,39,222,209
3,666,742,202,415,79,216
22,851,1141,398,424,340,83
5,658,480,407,319,89,176
59,433,931,122,404,332,145
63,865,686,453,461,96,188
17,700,454,121,366,48,205
61,568,874,189,439,326,200
36,487,608,234,48,398,56
64,581,639,57,38,262,172
15,647,809,93,321,368,372
3,622,822,496,223,362,58
38,619,426,486,63,305,56
55,768,282,494,5,104,168
43,669,562,321,310,210,294
70,547,557,214,419,48,151
39,1033,887,445,318,312,276
76,694,727,159,478,100,384
68,869,665,464,488,52,339
44,993,343,365,23,166,363
63,549,790,141,329,300,353
73,849,493,434,217,223,372
72,851,645,215,120,157,379
39,747,789,424,315,343,108
11,828,878,429,354,148,173
5,770,978,220,467,346,353
60,901,952,335,415,385,197
16,765,559,304,68,320,231
65,525,285,125,50,92,77
36,815,364,298,53,121,164
64,650,632,118,216,266,382
72,955,691,423,336,169,291
46,691,492,242,201,126,111
71,437,785,46,388,40,163
5,314,793,96,453,199,54
59,564,809,136,400,329,379
12,656,365,129,197,85,199
2,649,820,285,353,400,215
30,1122,817,456,326,111,352
76,268,755,47,204,163,159
15,788,481,340,188,150,398
16,912,758,256,101,322,341
8,894,581,494,198,287,43
0,677,567,83,69,308,228
59,713,213,315,20,122,307
60,1046,476,495,20,291,260
4,606,735,354,240,202,42
47,774,830,464,484,214,195
45,701,595,229,340,68,376
75,607,1090,131,365,359,348
12,625,1091,440,362,354,116
78,822,672,124,55,227,344
59,909,931,432,459,343,367
78,889,521,431,89,325,197
16,530,530,100,166,322,224
26,946,1111,427,447,281,179
28,1081,851,439,403,363,245
49,880,917,191,473,299,290
16,373,514,86,93,157,55
59,987,361,436,213,44,328
28,943,766,293,294,320,390
58,856,878,432,377,394,148
11,692,633,308,182,116,228
55,568,825,345,486,136,53
16,800,383,424,50,252,326
60,450,935,151,385,287,56
10,775,774,63,368,64,400
21,475,664,147,296,88,132
59,996,957,287,202,366,326
41,682,583,247,58,338,219
16,909,834,237,479,71,357
45,841,749,429,168,312,166
72,639,673,131,448,54,113
71,755,608,100,241,178,275
21,832,664,403,150,310,328
45,599,954,244,228,360,172
40,582,938,215,420,364,56
1,608,375,165,128,147,80
6,945,415,350,153,57,235
6,723,541,342,181,113,311
45,639,497,92,5,296,279
9,854,669,327,274,342,198
39,755,407,283,177,114,213
38,374,844,98,435,109,76
37,946,750,387,433,192,176
6,585,925,186,299,230,359
38,761,1061,314,477,250,121
46,1032,249,387,14,178,328
20,201,542,29,244,258,82
43,853,584,363,264,82,344
10,1139,570,367,331,103,399
77,727,542,218,130,156,303
44,776,677,16,168,147,378
15,802,329,353,79,106,395
59,775,693,272,155,331,384
49,1000,1010,376,383,242,391
50,584,886,90,351,166,377
74,941,777,426,304,367,137
32,535,647,119,210,359,121
11,834,279,439,142,79,136
13,675,842,99,330,211,277
5,448,708,17,331,116,287
3,741,762,345,252,180,232
8,917,1015,474,485,131,342
37,848,396,436,105,163,141
33,596,795,91,276,373,343
21,454,478,139,101,244,204
71,721,816,397,427,177,88
21,753,709,57,123,363,380
10,617,824,397,278,375,152
29,897,558,438,52,289,82
5,865,660,426,346,212,340
79,308,669,56,495,87,175
14,795,552,118,31,121,373
56,752,591,121,209,70,284
13,696,345,270,72,122,230
12,725,684,95,245,233,297
17,854,511,429,38,282,45
23,458,912,60,280,237,189
51,699,289,199,100,142,187
36,710,860,298,458,229,250
22,835,1139,492,457,332,75
75,508,390,238,115,135,161
17,567,447,355,232,60,141
37,894,451,295,147,114,370
42,341,673,64,396,208,102
21,985,445,495,190,144,101
21,606,721,194,204,258,166
39,541,439,198,320,55,298
23,680,371,393,147,64,222
17,842,506,327,53,255,161
12,677,444,236,17,238,104
2,805,801,138,188,380,382
50,752,449,231,117,213,215
2,883,877,249,209,366,391
5,769,758,314,179,291,191
5,1153,741,391,111,308,397
11,811,843,384,122,381,329
68,659,667,395,230,170,191
76,735,577,360,35,395,44
56,757,571,247,446,43,271
30,571,655,354,305,104,84
19,731,762,405,400,200,240
15,819,695,298,140,303,290
5,750,698,422,76,226,222
40,396,704,264,71,374,74
75,565,404,94,31,196,141
45,759,920,5,361,236,359
5,766,597,273,42,362,293
55,752,771,439,334,204,193
38,315,503,34,152,71,72
24,612,891,351,453,150,131
68,635,833,465,326,176,115
55,629,725,159,289,96,268
73,982,330,424,93,130,390
55,822,911,242,382,228,209
58,1081,607,480,5,327,334
55,683,586,337,94,101,44
19,507,493,37,150,204,113
40,557,628,227,13,367,54
32,688,510,62,185,183,293
49,253,462,27,57,159,87
47,484,720,63,316,294,218
46,295,620,86,48,264,144
57,587,670,187,276,212,310
56,909,1041,450,362,344,183
52,693,578,346,254,68,278
55,432,666,55,273,263,76
60,435,844,110,430,116,167
44,881,712,404,373,111,377
57,893,593,340,67,385,275
65,516,647,217,212,297,121
1,588,490,390,132,225,108
2,703,695,244,266,209,157
59,809,362,73,95,91,382
63,669,848,313,215,257,223
71,858,714,458,229,163,238
54,886,638,317,38,305,218
77,1043,764,493,395,206,220
67,638,924,213,350,304,324
32,922,739,465,382,131,101
43,632,911,89,413,281,227
67,842,880,325,280,358,136
39,900,448,469,178,93,275
29,234,736,104,233,297,83
46,1066,665,449,256,182,326
76,907,859,477,233,270,47
75,1059,446,407,101,271,357
1,334,785,9,357,74,146
35,515,893,32,386,279,245
23,1045,742,481,253,133,251
32,1127,958,478,491,157,306
21,263,492,113,360,79,105
15,808,1199,213,489,394,299
56,917,344,223,203,48,341
55,191,488,76,155,247,67
25,297,973,10,306,344,80
68,690,885,270,449,325,57
37,931,1013,426,459,329,329
73,717,444,389,38,220,271
19,1082,975,465,495,212,391
76,424,828,93,492,56,229
46,516,793,357,215,344,70
12,914,631,327,173,270,276
40,529,973,101,456,133,166
4,646,719,194,407,222,114
72,697,643,295,92,306,102
76,1020,760,487,491,143,223
58,584,593,222,382,139,211
11,694,726,143,21,338,353
64,512,709,19,222,142,332
38,551,537,120,46,383,365
38,1129,516,378,114,69,368
28,710,632,7,201,94,311
79,923,814,447,357,327,230
35,1021,519,490,60,293,295
58,1156,436,488,185,158,329
36,537,592,252,373,106,67
72,628,780,69,103,394,192
37,339,821,68,402,364,194
55,719,514,281,319,80,310
12,557,1136,46,449,370,254
43,1017,791,478,246,148,392
31,744,625,480,278,234,43
50,821,714,271,255,345,291
48,844,94,335,2,49,256
50,409,561,40,266,204,84
29,541,859,179,413,306,228
72,602,517,251,145,104,80
51,635,865,49,254,296,246
14,443,591,262,14,203,64
50,797,783,322,380,145,96
70,1044,645,495,299,249,268
28,959,378,278,141,89,345
36,669,653,392,186,223,174
2,960,642,443,88,382,314
29,1035,754,429,449,47,298
78,527,763,261,251,391,217
30,715,701,71,130,368,272
65,250,217,13,71,84,99
51,484,490,1,280,145,166
12,650,870,70,407,218,344
46,559,924,179,239,340,309
4,463,502,186,340,43,189
0,737,678,343,396,200,349
13,606,1077,367,447,245,66
39,918,465,487,97,57,348
8,582,480,461,1,281,45
60,621,1137,58,465,388,327
45,428,455,201,62,183,181
67,1019,738,419,281,165,323
50,741,584,326,239,225,179
63,681,583,129,302,143,240
68,710,570,381,81,152,245
25,802,670,440,199,241,56
57,673,1138,375,451,308,252
40,1171,810,455,201,216,337
67,1041,545,486,182,52,287
24,645,529,40,90,399,282
11,809,487,219,38,313,287
3,624,650,447,395,49,96
54,426,756,255,333,324,102
66,719,601,330,317,114,225
16,757,778,44,338,107,394
79,742,594,445,106,294,86
42,657,466,157,132,157,244
17,858,770,441,379,48,348
72,836,367,465,100,131,289
59,816,633,401,255,72,65
9,391,916,67,317,214,215
16,562,656,302,94,375,156
11,995,634,410,282,190,260
24,639,753,378,483,61,132
79,568,508,166,362,84,356
49,799,686,287,223,397,379
29,731,720,125,55,317,299
67,978,564,395,317,107,231
61,769,691,300,465,186,278
23,832,808,390,375,274,288
56,846,704,459,87,217,284
54,614,726,28,401,132,281
10,731,484,221,165,96,242
70,768,633,326,383,46,216
65,938,591,476,103,355,271
13,939,587,450,425,121,244
37,866,1081,340,482,305,393
14,924,906,348,434,176,262
10,785,738,118,120,270,374
23,632,675,210,12,271,108
46,843,408,302,179,135,228
65,677,435,114,111,41,223
33,915,325,471,10,76,234
43,757,675,179,76,266,236
79,1064,433,446,228,87,398
32,679,573,140,163,244,328
15,935,725,408,216,272,324
33,704,725,427,287,120,167
38,673,951,428,499,337,166
31,636,866,153,167,350,324
74,916,883,316,470,89,292
4,656,583,211,103,84,46
75,367,1153,53,458,316,217
76,834,914,155,499,319,395
10,478,775,275,325,237,153
11,765,1079,423,478,240,198
31,583,757,130,439,190,195
68,379,920,106,376,392,189
59,323,726,75,130,304,180
58,1156,616,478,163,157,295
5,1080,445,439,8,125,360
25,853,798,354,493,60,133
49,612,543,137,279,210,227
66,515,736,105,270,365,120
65,421,438,210,82,82,63
77,543,700,345,221,195,54
67,775,722,443,219,118,118
76,1067,652,429,52,277,345
32,995,698,350,148,357,345
4,498,642,182,61,292,51
61,744,800,305,153,260,396
78,995,615,460,162,176,311
61,748,1069,433,380,396,258
66,903,632,215,51,300,322
69,687,747,375,300,324,58
35,736,1033,340,459,198,134
50,665,550,368,405,94,109
41,686,442,212,82,105,263
27,507,725,38,339,283,374
17,518,609,203,278,46,269
3,573,541,16,194,266,309
16,537,596,59,122,396,338
38,891,947,442,344,390,320
47,490,690,9,411,123,343
58,794,601,366,325,83,202
1,533,532,65,101,212,296
36,546,515,187,67,144,40
49,657,954,11,423,381,291
17,572,780,327,306,357,193
30,531,1106,115,328,399,82
52,661,909,367,413,378,172
45,780,711,280,298,295,165
77,390,789,79,268,121,236
31,856,432,362,72,79,95
41,913,624,404,233,111,248
44,1090,497,334,317,79,387
45,516,192,346,29,51,56
12,449,466,75,87,187,281
45,622,932,349,382,241,54
21,756,1071,416,463,278,286
28,939,905,406,411,337,227
54,1071,597,487,166,239,332
32,654,499,123,20,119,147
53,899,599,392,85,128,154
36,883,360,115,200,82,382
27,594,820,190,480,55,197
14,817,659,383,240,181,221
20,360,664,28,3,374,56
41,413,615,189,306,114,149
37,689,851,156,294,355,186
67,295,798,71,431,165,61
62,538,275,98,172,59,158
60,874,704,460,422,103,150
68,852,608,435,356,104,310
70,792,698,437,155,387,234
21,836,411,338,14,158,267
45,994,849,366,461,80,352
16,843,595,354,132,307,279
44,755,959,219,454,186,337
69,384,655,264,15,300,54
37,961,486,426,105,233,371
28,874,642,389,262,86,298
41,854,325,441,92,59,192
51,844,588,192,170,372,325
16,922,892,472,491,361,148
30,704,232,336,70,111,90
57,672,644,212,241,102,345
28,734,770,75,409,144,328
47,538,868,16,433,222,244
78,500,596,84,156,250,109
64,678,944,199,414,355,384
7,809,503,405,136,88,331
22,540,701,140,77,346,291
29,508,745,47,93,324,224
64,899,885,438,271,364,128
20,845,442,455,114,223,157
70,1074,233,397,2,54,362
55,532,456,220,4,227,86
3,636,429,430,11,140,69
40,544,987,72,431,253,287
44,915,505,345,43,212,336
41,735,903,398,277,383,138
63,91,510,9,115,249,40
6,438,725,33,426,101,271
2,916,418,386,79,136,391
9,664,1094,272,492,262,193
39,867,587,294,138,206,174
56,560,368,174,14,301,270
33,709,291,259,13,225,385
44,688,843,476,159,331,71
17,762,498,74,36,216,323
43,760,853,117,486,59,252
33,445,954,179,434,371,58
6,494,688,112,165,209,270
64,777,786,373,246,316,350
29,876,715,389,452,203,100
54,640,457,232,226,79,196
44,845,766,411,419,286,122
65,760,900,485,295,302,128
24,442,950,104,303,396,45
45,572,584,374,432,63,76
9,766,380,444,19,85,76
40,708,824,192,248,229,397
43,565,515,154,166,225,365
61,383,649,21,219,228,296
75,937,485,205,378,60,356
39,812,648,487,131,368,265
32,982,397,492,30,278,351
58,696,568,464,141,304,100
59,636,480,405,84,270,175
25,560,600,22,258,76,291
36,676,931,168,423,131,250
78,251,647,19,201,77,56
31,307,1142,9,483,312,119
78,656,494,209,52,95,344
17,672,392,189,200,99,305
37,556,611,139,338,120,289
7,516,764,392,254,289,63
76,976,1023,280,476,227,338
46,698,941,113,261,391,368
45,783,415,357,76,222,60
35,735,421,393,68,240,246
32,781,409,359,144,51,192
71,650,717,10,213,198,299
8,504,985,324,445,141,121
30,532,810,220,201,229,169
32,519,412,32,18,179,208
8,265,600,34,286,73,76
67,857,695,387,201,176,326
19,424,659,340,294,247,42
42,715,431,164,283,100,354
56,601,204,328,51,69,213
17,247,512,14,26,198,143
29,1039,757,406,345,288,375
9,906,793,164,135,384,357
18,931,932,420,306,306,161
39,328,345,175,70,40,65
71,759,463,291,285,60,118
47,646,815,215,224,246,196
62,989,581,497,248,100,380
61,517,491,104,129,78,116
34,1147,883,455,466,160,399
42,727,854,464,327,236,64
6,665,753,157,438,252,238
74,455,645,245,270,245,105
2,589,635,181,157,199,244
68,917,902,491,187,397,150
13,558,725,290,318,74,58
47,360,607,20,339,150,145
21,650,487,174,194,79,282
54,878,468,438,68,289,133
12,539,949,165,447,387,92
26,911,335,458,154,83,143
69,641,931,65,178,353,240
19,993,744,470,160,324,297
8,641,914,209,469,244,206
79,581,504,101,83,74,240
18,701,712,156,214,346,379
11,1055,780,366,423,298,303
23,509,763,117,182,251,260
41,292,794,33,312,158,49
62,308,374,22,1,204,115
67,878,512,382,303,98,211
78,593,199,139,22,112,78
2,1031,568,286,332,72,376
60,627,612,191,150,257,344
20,795,826,146,477,255,334
79,493,485,323,124,214,102
8,781,705,327,52,262,121
70,469,699,179,493,44,55
6,982,763,227,423,296,374
40,693,587,488,112,209,49
53,677,1066,299,435,263,304
37,628,836,18,245,311,309
43,502,604,194,127,153,58
31,843,813,418,160,363,357
30,785,487,130,209,160,286
48,968,484,311,299,59,275
61,589,723,371,131,284,166
68,568,1018,14,352,347,367
50,710,449,155,17,178,264
67,882,379,412,29,114,325
56,815,643,209,431,73,297
6,848,718,184,343,134,335
72,846,744,358,252,379,198
6,508,819,82,470,127,70
30,446,781,112,437,163,133
72,419,600,238,284,198,96
74,877,817,405,443,314,234
45,905,1104,262,352,377,339
55,704,588,301,265,104,136
67,691,371,410,18,242,157
64,339,813,129,251,209,54
43,629,409,156,0,270,227
28,667,602,258,107,187,110
69,935,289,386,46,198,244
24,477,576,213,469,47,133
79,1015,489,412,220,165,221
49,342,506,53,278,66,215
68,662,660,337,304,261,180
12,827,957,375,433,289,260
34,1227,700,479,378,186,379
14,937,659,363,317,177,368
70,507,539,16,338,125,331
2,872,659,428,393,79,225
24,354,505,135,60,138,135
45,724,441,263,124,179,118
69,873,339,382,67,96,267
10,835,791,213,129,298,342
68,763,743,215,236,328,324
37,863,442,428,167,127,56
33,355,948,30,339,385,154
58,1212,529,485,58,345,368
17,548,572,294,115,230,210
51,448,729,188,209,295,67
39,901,738,418,145,298,236
46,844,482,482,92,55,98
29,986,1062,399,450,273,338
41,812,921,440,330,382,294
34,1005,836,457,443,314,165
27,264,800,60,241,254,47
34,952,848,292,319,171,359
46,593,527,281,197,103,241
60,711,690,45,173,276,360
27,1104,548,410,249,117,301
34,342,529,15,38,263,282
72,685,788,320,166,227,238
63,709,648,474,197,140,130
28,360,733,58,74,325,189
12,459,437,108,128,129,97
4,920,811,500,238,264,157
11,729,790,403,48,369,180
41,696,632,83,101,258,374
70,876,945,338,447,389,299
1,850,733,406,319,333,143
30,691,525,296,58,350,120
57,673,786,108,258,372,218
33,499,946,304,400,317,115
28,1074,1058,421,451,219,286
17,560,342,187,131,142,111
20,978,452,436,100,52,268
39,720,777,475,328,259,203
68,792,828,279,379,104,279
57,600,546,158,111,272,75
22,636,1081,386,462,315,184
68,285,360,9,36,277,221
0,1075,942,493,331,380,207
26,677,857,183,452,144,291
9,614,824,141,456,112,163
13,723,591,212,134,269,158
20,743,947,321,360,264,188
20,883,445,246,98,242,377
57,679,695,218,432,57,167
26,412,604,42,249,107,283
50,922,857,420,391,294,356
78,712,949,229,287,383,271
62,1032,802,426,449,86,373
